plot_date,RR_7d_rolling_mean,ss_7d_rolling_mean
1900-06-20,3.5894201412622473,4.878797155225727
1900-06-21,3.030394167236273,4.864817563388992
1900-06-22,2.8995500113921175,4.805012368583797
1900-06-23,3.024766899766901,4.784298082869512
1900-06-24,3.4168200846772288,4.696883116883117
1900-06-25,3.2700668379239817,4.527822966507178
1900-06-26,3.329930783502213,4.494056732740943
1900-06-27,3.8147743209171785,4.593623832308042
1900-06-28,3.4423717235145816,4.653861927546139
1900-06-29,2.779060035202893,4.75580997949419
1900-06-30,3.4736654298082876,4.669381408065618
1900-07-01,4.049639455782314,4.744706083390294
1900-07-02,3.9847043908472486,4.742792207792208
1900-07-03,4.371779220779222,4.739112554112554
1900-07-04,4.486038961038962,4.764962894248609
1900-07-05,4.6571428571428575,4.849316635745207
1900-07-06,5.514025974025975,4.832888064316636
1900-07-07,5.120519480519482,4.927139764996908
1900-07-08,4.5467099567099565,4.72834570191713
1900-07-09,5.677366142629301,4.827108843537415
1900-07-10,5.913390987349798,4.751598639455783
1900-07-11,4.978975402934213,4.562482993197279
1900-07-12,4.933466744925555,4.390034013605442
1900-07-13,4.574522645546674,4.313981382026495
1900-07-14,4.890107061131089,4.226158252774794
1900-07-15,5.146654680178709,4.4885886794909355
1900-07-16,4.096842650103521,4.502812550857664
1900-07-17,3.6769668737060046,4.597370373986915
1900-07-18,4.911782058521189,4.752114376851218
1900-07-19,5.057218566457697,4.976264036715165
1900-07-20,4.632994963973226,5.126537447514891
1900-07-21,3.835267691245953,5.327966018943463
1900-07-22,3.174298303490851,5.377100218077662
1900-07-23,3.312223473558878,5.450476841454285
1900-07-24,3.334583722006083,5.5899326237672105
1900-07-25,2.2613846988070594,5.679406307977737
1900-07-26,1.8632100956324567,5.66852195423624
1900-07-27,1.5531310442490571,5.776963512677798
1900-07-28,1.5209881871062,5.791929499072357
1900-07-29,1.1365210669247943,5.979808286951145
1900-07-30,0.9443751176359877,5.994094001236858
1900-07-31,0.8058658008658013,6.108101422387136
1900-08-01,0.6994444444444451,6.16199752628324
1900-08-02,0.7760770975056693,6.088528138528139
1900-08-03,1.7786095650381368,5.954112554112554
1900-08-04,2.5583714698000413,6.024211502782931
1900-08-05,3.3353555967841686,5.853237476808905
1900-08-06,3.8437971552257273,5.839106369820656
1900-08-07,3.5512801484230065,5.686833642547929
1900-08-08,4.746452367508269,5.801768707482992
1900-08-09,4.65053400016133,5.855510204081633
1900-08-10,3.7069625715899015,5.941873840445269
1900-08-11,4.492676857304187,5.769734075448361
1900-08-12,4.082472775671534,5.670448361162647
1900-08-13,3.9203948535936113,5.601060606060606
1900-08-14,3.953284531203786,5.635151515151514
1900-08-15,3.1275928315990433,5.520742115027829
1900-08-16,3.275644779650992,5.617340754483612
1900-08-17,3.6998006238068357,5.75630179344465
1900-08-18,2.4521815761877876,5.8505194805194805
1900-08-19,2.08143327686806,6.134415584415585
1900-08-20,1.7088482428544545,6.238497217068646
1900-08-21,1.9106833642547933,6.247977736549165
1900-08-22,1.4694495980210274,6.338361162646876
1900-08-23,1.3213976499690792,6.430692640692641
1900-08-24,0.9467906779936861,6.198361813624971
1900-08-25,0.6561444194902847,6.277613514305243
1900-08-26,0.6442396575855227,6.152288838980568
1900-08-27,0.9568246915991282,6.152539465546985
1900-08-28,1.0533073755818123,6.1811108941184125
1900-08-29,1.1686800463892657,6.2741628421703615
1900-08-30,1.5905287858850639,6.259552452559971
1900-08-31,1.9846162773409766,6.461951306838524
1900-09-01,2.0091060732593435,6.417053347654852
1900-09-02,2.7284938283613847,6.456509129967777
1900-09-03,3.510466617477031,6.32030612244898
1900-09-04,3.5459258011505,6.321802721088436
1900-09-05,4.108799883589801,6.13608843537415
1900-09-06,4.69440456024307,6.164489795918368
1900-09-07,4.172604931300584,6.274941249226963
1900-09-08,4.232592562716786,6.410068027210884
1900-09-09,3.6737311234042194,6.490742115027829
1900-09-10,2.4825746608191857,6.828858998144712
1900-09-11,2.5635270417715668,6.968076685219542
1900-09-12,2.5752462749193716,6.962759224902082
1900-09-13,2.062078573056017,6.805222526012
1900-09-14,2.3013342753369295,6.5904173312068055
1900-09-15,2.461788820791475,6.433342826763878
1900-09-16,2.4272023546260617,6.448133591554645
1900-09-17,2.752100313809735,6.252873851294903
1900-09-18,3.5654193256249873,6.051858813700918
1900-09-19,3.8751286639057545,5.88717627401838
1900-09-20,3.838737686462145,5.956311612364244
1900-09-21,4.846742993848258,6.074883040935672
1900-09-22,5.198885850991114,6.110221386800333
1900-09-23,5.576727513972096,6.054248120300751
1900-09-24,6.068156085400668,6.100225563909774
1900-09-25,5.383945559084879,6.111435406698566
1900-09-26,4.676984520123839,6.342217719623734
1900-09-27,4.343765107957059,6.410789148195163
1900-09-28,3.591810220739014,6.475483025746184
1900-09-29,3.523368662297455,6.430119617224881
1900-09-30,4.714587149692414,6.3096756501643725
1900-10-01,4.17108065618592,6.22245760505159
1900-10-02,4.19639393939394,6.300834228428213
1900-10-03,4.871196660482375,6.325503043322592
1900-10-04,4.804457843743558,6.188870390261369
1900-10-05,4.590247317427769,6.006319369853204
1900-10-06,5.059403161583613,6.026081274615109
1900-10-07,3.5320902364135454,6.116557465091299
1900-10-08,3.4504266618928274,6.136607590404583
1900-10-09,3.3204946891037115,6.148750447547441
1900-10-10,3.2994062537295625,5.969803079126388
1900-10-11,4.0178983172216265,5.94735409953455
1900-10-12,4.107551020408164,6.010857500895095
1900-10-13,3.2851484230055665,6.107422126745434
1900-10-14,4.12317563388992,6.07000716075904
1900-10-15,4.053107606679036,6.019769065520945
1900-10-16,3.9822114221182554,6.046911922663802
1900-10-17,3.5791058320561433,6.0984693877551015
1900-10-18,3.4433915463418576,6.2828231292517005
1900-10-19,4.812483530961793,6.279421768707482
1900-10-20,5.567028985507248,6.202922077922078
1900-10-21,5.523952062430324,5.965383426097711
1900-10-22,7.2549044433827055,6.125145330859617
1900-10-23,7.601403596403597,6.118829541385932
1900-10-24,7.378685010641533,6.153625459753279
1900-10-25,7.665892802849326,5.6583873645151845
1900-10-26,7.865432715432716,5.367571037984573
1900-10-27,7.490432715432716,5.169921068906031
1900-10-28,6.867236346584174,5.284330469029717
1900-10-29,5.654141108488935,5.227620512319761
1900-10-30,6.210255827103653,5.0351051329622765
1900-10-31,6.436080002927829,4.90439084724799
1900-11-01,5.742284909132736,4.943166357452071
1900-11-02,3.98521763777975,4.799594928880643
1900-11-03,4.5737890663511775,4.654387755102041
1900-11-04,4.74572373393802,4.606212121212121
1900-11-05,4.52050728372157,4.227547928262213
1900-11-06,4.70370325441754,4.0398855905998765
1900-11-07,4.8866702873845735,4.036638837353123
1900-11-08,5.653072403786689,4.24425788497217
