DayMonth,RR,ss,RR_7d_rolling_mean,ss_7d_rolling_mean
20-06,2.9238095238095236,4.761904761904762,3.5894201412622473,4.878797155225727
21-06,2.640909090909091,5.415,3.030394167236273,4.864817563388992
22-06,1.4714285714285713,4.995454545454546,2.8995500113921175,4.805012368583797
23-06,2.538095238095238,4.336363636363637,3.024766899766901,4.784298082869512
24-06,3.6318181818181823,4.545,3.4168200846772288,4.696883116883117
25-06,6.4750000000000005,4.386363636363637,3.2700668379239817,4.527822966507178
26-06,1.4923076923076926,5.05,3.329930783502213,4.494056732740943
27-06,5.668181818181818,4.1499999999999995,3.8147743209171785,4.593623832308042
28-06,1.6136363636363635,4.231578947368422,3.4423717235145816,4.653861927546139
29-06,1.8904761904761906,4.759090909090909,2.779060035202893,4.75580997949419
30-06,5.932,5.033333333333333,3.4736654298082876,4.669381408065618
01-07,1.0250000000000001,4.966666666666667,4.049639455782314,4.744706083390294
02-07,1.8318181818181818,5.1000000000000005,3.9847043908472486,4.742792207792208
03-07,6.354545454545454,4.445,4.371779220779222,4.739112554112554
04-07,9.700000000000001,4.677272727272728,4.486038961038962,4.764962894248609
05-07,1.1590909090909092,4.218181818181818,4.6571428571428575,4.849316635745207
06-07,4.6,4.733333333333333,5.514025974025975,4.832888064316636
07-07,6.7318181818181815,5.214285714285714,5.120519480519482,4.927139764996908
08-07,2.2227272727272727,5.557142857142857,4.5467099567099565,4.72834570191713
09-07,7.83,4.985,5.677366142629301,4.827108843537415
10-07,3.6,5.104761904761905,5.913390987349798,4.751598639455783
11-07,5.683333333333334,3.2857142857142856,4.978975402934213,4.562482993197279
12-07,9.073684210526316,4.909523809523809,4.933466744925555,4.390034013605442
13-07,6.252173913043479,4.204761904761905,4.574522645546674,4.313981382026495
14-07,0.19090909090909092,3.8904761904761904,4.890107061131089,4.226158252774794
15-07,1.9041666666666668,4.3500000000000005,5.146654680178709,4.4885886794909355
16-07,5.317391304347827,4.4526315789473685,4.096842650103521,4.502812550857664
17-07,5.809090909090909,4.49,3.6769668737060046,4.597370373986915
18-07,7.479166666666667,5.122727272727273,4.911782058521189,4.752114376851218
19-07,1.7249999999999999,5.009090909090909,5.057218566457697,4.976264036715165
20-07,3.3130434782608695,4.866666666666667,4.632994963973226,5.126537447514891
21-07,8.834615384615386,4.973684210526316,3.835267691245953,5.327966018943463
22-07,2.9222222222222225,5.919047619047619,3.174298303490851,5.377100218077662
23-07,2.347826086956522,5.504545454545454,3.312223473558878,5.450476841454285
24-07,0.225,5.9,3.334583722006083,5.5899326237672105
25-07,2.8523809523809525,5.466666666666667,2.2613846988070594,5.679406307977737
26-07,2.6904761904761907,5.5227272727272725,1.8632100956324567,5.66852195423624
27-07,3.4695652173913043,5.842857142857143,1.5531310442490571,5.776963512677798
28-07,1.3222222222222222,5.6000000000000005,1.5209881871062,5.791929499072357
29-07,0.135,5.842857142857143,1.1365210669247943,5.979808286951145
30-07,0.17727272727272728,6.263636363636365,0.9443751176359877,5.994094001236858
31-07,0.0,6.004761904761905,0.8058658008658013,6.108101422387136
01-08,0.1611111111111111,6.781818181818181,0.6994444444444451,6.16199752628324
02-08,1.3454545454545455,5.622727272727273,0.7760770975056693,6.088528138528139
03-08,2.5,6.640909090909091,1.7786095650381368,5.954112554112554
04-08,0.5772727272727273,5.9772727272727275,2.5583714698000413,6.024211502782931
05-08,0.6714285714285714,5.328571428571429,3.3353555967841686,5.853237476808905
06-08,7.195,5.322727272727272,3.8437971552257273,5.839106369820656
07-08,5.458333333333333,6.495454545454546,3.5512801484230065,5.686833642547929
08-08,5.6,5.585,4.746452367508269,5.801768707482992
09-08,4.904545454545455,5.523809523809524,4.65053400016133,5.855510204081633
10-08,0.4523809523809524,5.575,3.7069625715899015,5.941873840445269
11-08,8.943478260869565,6.781818181818181,4.492676857304187,5.769734075448361
12-08,0.0,5.704761904761905,4.082472775671534,5.670448361162647
13-08,0.5900000000000001,5.927272727272728,3.9203948535936113,5.601060606060606
14-08,10.958333333333334,5.29047619047619,3.953284531203786,5.635151515151514
15-08,2.7285714285714286,4.89,3.1275928315990433,5.520742115027829
16-08,3.7700000000000005,5.038095238095238,3.275644779650992,5.617340754483612
17-08,0.6826086956521739,5.8136363636363635,3.6998006238068357,5.75630179344465
18-08,3.1636363636363636,5.980952380952381,2.4521815761877876,5.8505194805194805
19-08,1.0363636363636364,6.380952380952381,2.08143327686806,6.134415584415585
20-08,3.559090909090909,6.9,1.7088482428544545,6.238497217068646
21-08,2.225,5.95,1.9106833642547933,6.247977736549165
22-08,0.13333333333333336,6.877272727272728,1.4694495980210274,6.338361162646876
23-08,1.1619047619047618,5.766666666666667,1.3213976499690792,6.430692640692641
24-08,2.0954545454545457,5.88,0.9467906779936861,6.198361813624971
25-08,0.075,6.613636363636363,0.6561444194902847,6.277613514305243
26-08,0.0,7.027272727272727,0.6442396575855227,6.152288838980568
27-08,0.9368421052631579,5.273684210526316,0.9568246915991282,6.152539465546985
28-08,0.19047619047619047,6.504761904761905,1.0533073755818123,6.1811108941184125
29-08,0.05,6.0,1.1686800463892657,6.2741628421703615
30-08,3.35,5.768421052631579,1.5905287858850639,6.259552452559971
31-08,2.7708333333333335,6.08,1.9846162773409766,6.461951306838524
01-09,0.8826086956521739,7.265000000000001,2.0091060732593435,6.417053347654852
02-09,2.952941176470588,6.925,2.7284938283613847,6.456509129967777
03-09,3.6954545454545458,6.690476190476191,3.510466617477031,6.32030612244898
04-09,0.3619047619047619,6.190476190476191,3.5459258011505,6.321802721088436
05-09,5.085714285714285,6.276190476190477,4.108799883589801,6.13608843537415
06-09,8.823809523809524,4.8149999999999995,4.69440456024307,6.164489795918368
07-09,3.019047619047619,6.090476190476191,4.172604931300584,6.274941249226963
08-09,4.822727272727272,5.965,4.232592562716786,6.410068027210884
09-09,7.052173913043478,7.123809523809523,3.6737311234042194,6.490742115027829
10-09,0.04285714285714286,7.463636363636363,2.4825746608191857,6.828858998144712
11-09,0.7818181818181817,7.136363636363637,2.5635270417715668,6.968076685219542
12-09,1.1736842105263159,6.840909090909091,2.5752462749193716,6.962759224902082
13-09,0.48571428571428565,7.181818181818182,2.062078573056017,6.805222526012
14-09,3.5857142857142854,7.065,2.3013342753369295,6.5904173312068055
15-09,4.904761904761905,5.927777777777777,2.461788820791475,6.433342826763878
16-09,3.46,6.021052631578947,2.4272023546260617,6.448133591554645
17-09,1.7176470588235293,5.96,2.752100313809735,6.252873851294903
18-09,1.905,6.036842105263158,3.5654193256249873,6.051858813700918
19-09,0.9315789473684211,6.944444444444445,3.8751286639057545,5.88717627401838
20-09,2.7600000000000002,5.8149999999999995,3.838737686462145,5.956311612364244
21-09,9.278947368421052,5.657894736842105,4.846742993848258,6.074883040935672
22-09,7.072727272727272,4.775,5.198885850991114,6.110221386800333
23-09,3.205263157894737,6.505,5.576727513972096,6.054248120300751
24-09,8.773684210526316,6.790000000000001,6.068156085400668,6.100225563909774
25-09,4.37,6.284210526315789,5.383945559084879,6.111435406698566
26-09,3.576470588235294,6.552631578947368,4.676984520123839,6.342217719623734
27-09,6.2,6.136842105263158,4.343765107957059,6.410789148195163
28-09,4.489473684210527,5.736363636363636,3.591810220739014,6.475483025746184
29-09,2.124,6.39047619047619,3.523368662297455,6.430119617224881
30-09,0.8727272727272729,6.984999999999999,4.714587149692414,6.3096756501643725
01-10,3.5100000000000002,7.242857142857143,4.17108065618592,6.22245760505159
02-10,3.8909090909090907,5.966666666666667,4.19639393939394,6.300834228428213
03-10,11.915000000000001,5.70952380952381,4.871196660482375,6.325503043322592
04-10,2.3954545454545455,5.526315789473684,4.804457843743558,6.188870390261369
05-10,4.666666666666667,6.285,4.590247317427769,6.006319369853204
06-10,6.847619047619046,6.563157894736842,5.059403161583613,6.026081274615109
07-10,0.4055555555555556,6.0285714285714285,3.5320902364135454,6.116557465091299
08-10,2.0105263157894737,5.965,3.4504266618928274,6.136607590404583
09-10,7.175,6.1049999999999995,3.3204946891037115,6.148750447547441
10-10,1.2238095238095237,6.3428571428571425,3.2994062537295625,5.969803079126388
11-10,1.8238095238095238,5.666666666666667,4.0178983172216265,5.94735409953455
12-10,3.7571428571428576,6.37,4.107551020408164,6.010857500895095
13-10,6.699999999999999,5.310526315789474,3.2851484230055665,6.107422126745434
14-10,5.4350000000000005,5.871428571428571,4.12317563388992,6.07000716075904
15-10,2.6380952380952385,6.409523809523809,4.053107606679036,6.019769065520945
16-10,1.4181818181818182,6.780952380952381,3.9822114221182554,6.046911922663802
17-10,7.090000000000001,6.080952380952381,3.5791058320561433,6.0984693877551015
18-10,1.3333333333333333,5.3149999999999995,3.4433915463418576,6.2828231292517005
19-10,3.260869565217391,6.56,4.812483530961793,6.279421768707482
20-10,3.8782608695652177,5.671428571428571,5.567028985507248,6.202922077922078
21-10,4.485,7.161904761904762,5.523952062430324,5.965383426097711
22-10,12.221739130434784,6.385714285714285,7.2549044433827055,6.125145330859617
23-10,6.7,6.245454545454546,7.601403596403597,6.118829541385932
24-10,6.788461538461538,4.418181818181818,7.378685010641533,6.153625459753279
25-10,13.450000000000001,6.433333333333333,7.665892802849326,5.6583873645151845
26-10,5.6863636363636365,6.515789473684211,7.865432715432716,5.367571037984573
27-10,2.319230769230769,5.915,7.490432715432716,5.169921068906031
28-10,6.495454545454546,3.695238095238095,6.867236346584174,5.284330469029717
29-10,13.618518518518519,4.35,5.654141108488935,5.227620512319761
30-10,4.075,4.8619047619047615,6.210255827103653,5.0351051329622765
31-10,2.426086956521739,5.219047619047619,6.436080002927829,4.90439084724799
01-11,4.958333333333333,6.036363636363637,5.742284909132736,4.943166357452071
02-11,9.579166666666666,5.168181818181818,3.98521763777975,4.799594928880643
03-11,3.9000000000000004,5.0,4.5737890663511775,4.654387755102041
04-11,1.6388888888888888,3.9666666666666663,4.74572373393802,4.606212121212121
05-11,1.319047619047619,3.345,4.52050728372157,4.227547928262213
06-11,8.195,3.8454545454545452,4.70370325441754,4.0398855905998765
07-11,3.6296296296296298,4.881818181818182,4.8866702873845735,4.036638837353123
08-11,3.3818181818181823,3.3857142857142852,5.653072403786689,4.24425788497217
09-11,10.86153846153846,3.8545454545454545,6.592559107559107,4.488169449598021
10-11,5.18076923076923,4.9772727272727275,6.7883283383283395,4.456351267779839
11-11,7.003703703703703,5.42,8.791548950244602,4.282077922077922
12-11,7.895454545454545,5.052380952380952,8.866104024799677,4.420482374768089
13-11,9.565384615384616,3.622727272727273,8.195598530294182,4.537860235003093
14-11,17.652173913043477,3.661904761904762,8.241202925898579,4.566106988249845
15-11,3.903703703703704,4.3545454545454545,8.416269063464716,4.581294958174658
16-11,6.167999999999999,4.6761904761904765,8.463671660867314,4.4901384955896235
17-11,5.5,5.175,7.866831001526654,4.70593936139049
18-11,8.229166666666666,5.526315789473684,5.950647426647427,4.98423868111838
19-11,8.227272727272727,4.414285714285715,6.247012736056214,5.039433486313186
20-11,5.3875,5.133333333333333,8.39979845034193,5.018345050939035
21-11,4.238888888888889,5.61,8.886107974151454,5.031007388601374
22-11,5.978260869565218,4.740909090909091,8.809863385406866,4.820445269016697
23-11,21.2375,4.5285714285714285,8.90037721939896,4.721125541125541
24-11,8.904166666666667,5.263636363636364,9.450972457494197,4.740389610389611
25-11,7.695454545454544,4.052380952380952,9.684427890949632,4.631168831168831
26-11,8.860869565217392,3.7190476190476187,10.067890623868886,4.628571428571428
27-11,9.241666666666667,5.2681818181818185,8.155701182875097,4.431632653061224
28-11,5.873076923076923,4.845454545454545,8.126534516208428,4.081632653061225
29-11,8.6625,4.722727272727273,8.856469581143495,3.987721088435374
30-11,7.852173913043478,3.15,8.573488214683866,4.007448979591837
01-12,8.7,2.8136363636363635,7.667535833731487,3.7139424860853434
02-12,12.805000000000001,3.3950000000000005,8.289096273291927,3.6210204081632655
03-12,6.88,3.857142857142857,8.581310559006212,3.356662543805401
04-12,2.9,3.213636363636364,9.148261904761906,3.4195196866625435
05-12,10.224,4.195,8.809571428571429,3.486959389816533
06-12,10.708,2.8722222222222222,7.628585034013605,3.5985580292723154
07-12,11.820833333333333,3.59,7.013585034013607,3.660524634096063
08-12,6.329166666666667,3.2857142857142856,7.389013605442178,3.6436415172129455
09-12,4.538095238095238,4.1761904761904765,7.593068027210885,3.4708864151721293
10-12,2.5749999999999997,4.290909090909091,7.5425204081632655,3.2905009276437847
11-12,5.528,3.0954545454545452,7.5531156462585045,3.158846792305439
12-12,11.652380952380954,2.9857142857142858,7.198638420585627,3.1511473488917097
13-12,10.354166666666666,1.6095238095238094,7.430762381281015,3.0207824756696935
14-12,11.895,2.6684210526315786,7.953015128533763,2.703033557920776
15-12,3.847826086956522,3.2318181818181815,8.222641502160137,2.6049816098688274
16-12,6.162962962962963,3.2636363636363637,8.174444223248573,2.7457979363994403
17-12,6.230769230769231,2.0666666666666664,7.617355478659827,2.950151677896039
18-12,7.415384615384616,2.409090909090909,7.444156720895853,3.177792207792208
19-12,11.315000000000001,3.9714285714285715,8.018093653528437,3.214155844155844
20-12,6.454545454545454,3.04,7.383124918559702,3.1792145949288804
21-12,10.682608695652174,4.261904761904762,6.676473675066354,3.5368336425479283
22-12,7.865384615384615,3.4863636363636363,7.8212146483787555,3.7691063698206553
23-12,1.718181818181818,3.019047619047619,7.445928934093041,3.7046165739022885
24-12,1.2842105263157897,4.57,8.049675187839295,3.779421768707483
25-12,15.428571428571429,4.035,7.6718875510454465,3.6134353741496597
26-12,8.688,3.5200000000000005,7.505999272657169,3.6738249845392703
27-12,10.680769230769231,3.563636363636364,8.973588205463493,3.7516233766233773
28-12,8.038095238095238,3.1,11.073558130275524,3.5104545454545457
29-12,6.704166666666666,3.909090909090909,10.34772258055954,3.4230303030303033
30-12,11.991304347826087,3.563636363636364,10.679667096671446,3.4036363636363633
31-12,15.984000000000002,2.881818181818182,10.679391563147,3.3636363636363633
